"deaths_location","week_start","avg_weekly_cases","avg_weekly_deaths"
"Guatemala","2022-12-12","1951.00","2.29"
"Finland","2022-12-12","1479.57","20.29"
"Lower middle income","2022-12-12","6056.43","66.71"
"Ecuador","2022-12-12","1116.86","1.43"
"Venezuela","2022-12-12","104.57","0.14"
"Canada","2022-12-12","2375.29","39.86"
"China","2022-12-12","2059929.29","226.71"
"Saudi Arabia","2022-12-12","46.43","1.71"
"Thailand","2022-12-12","488.43","16.14"
"Georgia","2022-12-12","90.86","0.57"
"European Union","2022-12-12","141913.43","572.86"
"United Kingdom","2022-12-12","5858.14","73.14"
"Afghanistan","2022-12-12","63.00","0.71"
"Trinidad and Tobago","2022-12-12","25.71","0.43"
"Switzerland","2022-12-12","1968.14","3.71"
"Indonesia","2022-12-12","1543.86","24.86"
"North Macedonia","2022-12-12","18.43","1.14"
"South America","2022-12-12","73089.86","228.29"
"Low income","2022-12-12","298.86","1.71"
"Vietnam","2022-12-12","326.86","0.14"
"South Africa","2022-12-12","335.71","2.57"
"Israel","2022-12-12","1474.43","6.00"
"Uruguay","2022-12-12","705.86","0.57"
"Sri Lanka","2022-12-12","8.00","0.86"
"Egypt","2022-12-12","2.71","0.14"
"Belgium","2022-12-12","1445.86","10.00"
"North America","2022-12-12","75606.00","447.14"
"Mexico","2022-12-12","3817.29","16.71"
"South Korea","2022-12-12","65823.71","47.86"
"Bulgaria","2022-12-12","183.86","2.86"
"Malaysia","2022-12-12","1032.71","6.14"
"Zimbabwe","2022-12-12","29.00","0.43"
"Bangladesh","2022-12-12","17.43","0.29"
"Philippines","2022-12-12","1048.00","26.29"
"French Guiana","2022-12-12","61.29","0.14"
"Guinea","2022-12-12","1.29","0.14"
"Bosnia and Herzegovina","2022-12-12","19.57","1.00"
"Curacao","2022-12-12","5.57","0.14"
"Namibia","2022-12-12","7.57","0.29"
"Honduras","2022-12-12","289.71","0.86"
"India","2022-12-12","161.43","2.00"
"Chile","2022-12-12","3442.43","20.29"
"Australia","2022-12-12","15474.57","38.86"
"Austria","2022-12-12","5178.71","7.43"
"Argentina","2022-12-12","8894.43","5.57"
"Cayman Islands","2022-12-12","16.14","0.14"
"Jersey","2022-12-12","109.86","0.29"
"Hungary","2022-12-12","741.86","6.14"
"Serbia","2022-12-12","679.57","4.57"
"Europe","2022-12-12","158952.14","732.86"
"United States","2022-12-12","63716.29","378.86"
"France","2022-12-12","56012.29","103.57"
"Madagascar","2022-12-12","9.00","0.14"
"New Zealand","2022-12-12","5674.57","4.43"
"Italy","2022-12-12","24883.86","107.29"
"Costa Rica","2022-12-12","575.86","1.14"
"Japan","2022-12-12","150747.86","238.57"
"Netherlands","2022-12-12","830.14","1.29"
"Bolivia","2022-12-12","1450.29","1.29"
"Portugal","2022-12-12","503.86","11.00"
"Poland","2022-12-12","586.43","6.71"
"Ukraine","2022-12-12","612.29","8.00"
"Upper middle income","2022-12-12","2145104.00","546.00"
"Puerto Rico","2022-12-12","1394.57","4.43"
"Africa","2022-12-12","1421.86","5.71"
"Spain","2022-12-12","2657.71","34.57"
"Tunisia","2022-12-12","19.57","0.43"
"Greece","2022-12-12","7403.43","18.57"
"Lithuania","2022-12-12","403.14","1.86"
"Iraq","2022-12-12","46.29","0.86"
"Kazakhstan","2022-12-12","204.86","0.14"
"Czechia","2022-12-12","789.71","7.71"
"Asia","2022-12-12","2285442.57","601.71"
"Slovakia","2022-12-12","111.29","3.14"
"Democratic Republic of Congo","2022-12-12","36.57","0.57"
"Lebanon","2022-12-12","70.86","0.14"
"Norway","2022-12-12","211.00","11.43"
"Colombia","2022-12-12","1007.43","7.57"
"Singapore","2022-12-12","1185.86","0.29"
"Morocco","2022-12-12","94.71","0.86"
"Brazil","2022-12-12","48258.57","161.86"
"Denmark","2022-12-12","987.00","7.29"
"Iceland","2022-12-12","44.57","0.86"
"Iran","2022-12-12","31.14","0.14"
"Upper middle income","2022-12-19","5952610.86","976.71"
"Belgium","2022-12-19","1407.57","12.14"
"Slovakia","2022-12-19","102.71","2.86"
"High income","2022-12-19","450908.71","1667.43"
"Thailand","2022-12-19","414.29","12.71"
"Armenia","2022-12-19","8.29","0.29"
"Bosnia and Herzegovina","2022-12-19","21.29","0.43"
"Guyana","2022-12-19","35.29","0.14"
"Low income","2022-12-19","337.86","1.29"
"India","2022-12-19","164.86","3.00"
"South Korea","2022-12-19","67097.86","56.86"
"Bulgaria","2022-12-19","155.29","1.29"
"Guernsey","2022-12-19","49.29","0.14"
"Saudi Arabia","2022-12-19","41.14","2.00"
"Zimbabwe","2022-12-19","55.00","1.43"
"Indonesia","2022-12-19","932.43","19.86"
"Angola","2022-12-19","5.14","0.14"
"Trinidad and Tobago","2022-12-19","24.86","0.86"
"Canada","2022-12-19","2486.43","54.57"
"Guatemala","2022-12-19","1907.43","1.86"
"Malta","2022-12-19","19.00","0.29"
"Moldova","2022-12-19","64.00","1.00"
"Iran","2022-12-19","58.29","2.00"
"Mongolia","2022-12-19","27.29","0.14"
"Colombia","2022-12-19","1132.86","11.43"
"Romania","2022-12-19","483.71","4.43"
"Greece","2022-12-19","6785.29","23.57"
"Montenegro","2022-12-19","31.14","0.14"
"Spain","2022-12-19","2685.43","32.71"
"Slovenia","2022-12-19","1695.57","10.00"
"Tunisia","2022-12-19","27.86","1.00"
"Iraq","2022-12-19","39.71","0.14"
"Asia","2022-12-19","6109992.57","1071.71"
"Mozambique","2022-12-19","7.43","0.14"
"Croatia","2022-12-19","379.00","9.71"
"Ireland","2022-12-19","503.57","7.29"
"Germany","2022-12-19","33024.43","183.00"
"Russia","2022-12-19","6888.29","54.71"
"Zambia","2022-12-19","45.71","0.43"
"Saint Vincent and the Grenadines","2022-12-19","3.00","0.29"
"Albania","2022-12-19","18.86","0.29"
"Georgia","2022-12-19","91.57","0.14"
"South America","2022-12-19","60107.14","207.29"
"Israel","2022-12-19","1225.86","5.86"
"Malaysia","2022-12-19","808.00","3.57"
"French Guiana","2022-12-19","35.71","0.14"
"Myanmar","2022-12-19","8.14","0.29"
"Australia","2022-12-19","13074.00","42.71"
"Afghanistan","2022-12-19","48.00","0.14"
"France","2022-12-19","43101.57","114.86"
"Italy","2022-12-19","18918.14","114.00"
"Peru","2022-12-19","4705.00","26.57"
"Paraguay","2022-12-19","269.86","1.57"
"Latvia","2022-12-19","313.00","2.71"
"Finland","2022-12-19","1082.43","23.00"
"Poland","2022-12-19","555.86","6.57"
"Netherlands","2022-12-19","1022.86","3.29"
"Switzerland","2022-12-19","1675.00","2.14"
"Fiji","2022-12-19","11.00","0.43"
"World","2022-12-19","6410719.43","2704.71"
"European Union","2022-12-19","123024.00","657.71"
"Africa","2022-12-19","1481.57","4.86"
"Madagascar","2022-12-19","7.29","0.14"
"Reunion","2022-12-19","274.71","0.14"
"Portugal","2022-12-19","374.00","8.43"
"Europe","2022-12-19","140580.86","852.57"
"Lebanon","2022-12-19","69.43","0.29"
"Jamaica","2022-12-19","17.43","2.29"
"Philippines","2022-12-19","755.57","15.43"
"Uruguay","2022-12-19","1285.71","1.43"
"North America","2022-12-19","85224.86","525.14"
"Chile","2022-12-19","3789.43","23.14"
"Estonia","2022-12-19","98.71","3.29"
"Bonaire Sint Eustatius and Saba","2022-12-19","7.86","0.14"
"Luxembourg","2022-12-19","239.14","1.00"
"San Marino","2022-12-19","27.14","0.14"
"Ukraine","2022-12-19","622.57","10.00"
"Japan","2022-12-19","154144.43","260.86"
"Costa Rica","2022-12-19","741.43","1.86"
"Austria","2022-12-19","4777.00","10.57"
"Jersey","2022-12-19","111.71","0.29"
"Bolivia","2022-12-19","2736.71","2.57"
"Egypt","2022-12-19","5.57","0.29"
"North Macedonia","2022-12-19","28.57","1.29"
"Sri Lanka","2022-12-19","6.14","0.14"
"China","2022-12-19","5882128.57","685.00"
"Ecuador","2022-12-19","746.14","0.71"
"Azerbaijan","2022-12-19","79.43","1.86"
"Sweden","2022-12-19","1811.43","51.57"
"Singapore","2022-12-19","648.71","0.29"
"Denmark","2022-12-19","1298.00","10.00"
"Norway","2022-12-19","223.29","13.57"
"Lithuania","2022-12-19","392.71","2.14"
"Democratic Republic of Congo","2022-12-19","14.43","0.14"
"Puerto Rico","2022-12-19","1433.71","4.71"
"Czechia","2022-12-19","638.00","9.86"
"Brazil","2022-12-19","36401.57","133.29"
"Kenya","2022-12-19","51.86","0.57"
"Oceania","2022-12-19","13330.86","43.14"
"Sudan","2022-12-19","1.29","0.29"
"United States Virgin Islands","2022-12-19","7.86","0.14"
"Cyprus","2022-12-19","421.00","0.71"
"Panama","2022-12-19","402.43","1.86"
"Lower middle income","2022-12-19","6138.00","58.43"
"United Kingdom","2022-12-19","6944.29","106.43"
"Vietnam","2022-12-19","182.14","0.71"
"Bangladesh","2022-12-19","13.71","0.14"
"Curacao","2022-12-19","5.43","0.14"
"United States","2022-12-19","72572.71","433.29"
"Mauritius","2022-12-19","196.86","0.14"
"Hungary","2022-12-19","738.57","8.43"
"Argentina","2022-12-19","8843.29","6.29"
"Honduras","2022-12-19","134.71","0.43"
"Serbia","2022-12-19","779.00","4.29"
"Mexico","2022-12-19","4850.14","22.71"
"North Macedonia","2022-12-26","29.57","0.86"
"Tunisia","2022-12-26","13.43","0.71"
"Asia","2022-12-26","3287432.86","2579.00"
"Bolivia","2022-12-26","2039.57","2.71"
"Europe","2022-12-26","98630.00","820.29"
"Sri Lanka","2022-12-26","5.71","0.29"
"Iraq","2022-12-26","24.57","0.14"
"Martinique","2022-12-26","59.14","0.71"
"Saint Vincent and the Grenadines","2022-12-26","2.43","0.14"
"Malaysia","2022-12-26","511.14","3.71"
"World","2022-12-26","3519337.43","4142.57"
"Georgia","2022-12-26","98.71","0.71"
"Saudi Arabia","2022-12-26","34.00","1.43"
"Honduras","2022-12-26","318.57","1.14"
"Spain","2022-12-26","2031.57","28.71"
"Botswana","2022-12-26","31.14","0.14"
"China","2022-12-26","3069032.14","2131.14"
"Portugal","2022-12-26","341.14","6.71"
"Norway","2022-12-26","180.00","13.00"
"Brazil","2022-12-26","29563.43","158.57"
"Hungary","2022-12-26","628.14","8.00"
"Ecuador","2022-12-26","612.29","2.00"
"Denmark","2022-12-26","1107.71","11.57"
"Mozambique","2022-12-26","9.86","0.29"
"Croatia","2022-12-26","305.00","11.57"
"Ireland","2022-12-26","429.14","8.86"
"Cote d'Ivoire","2022-12-26","1.14","0.14"
"Brunei","2022-12-26","226.29","0.14"
"Costa Rica","2022-12-26","736.43","1.86"
"Azerbaijan","2022-12-26","72.57","0.29"
"Belgium","2022-12-26","910.71","13.71"
"Germany","2022-12-26","21918.71","137.71"
"Sweden","2022-12-26","1313.86","52.86"
"Argentina","2022-12-26","10365.43","6.71"
"Lithuania","2022-12-26","322.57","2.00"
"Zambia","2022-12-26","73.14","0.29"
"Armenia","2022-12-26","5.29","0.29"
"Paraguay","2022-12-26","467.43","3.14"
"Lebanon","2022-12-26","97.43","0.43"
"Mauritius","2022-12-26","155.71","0.29"
"Uruguay","2022-12-26","1167.57","1.14"
"Peru","2022-12-26","2208.29","27.71"
"Bosnia and Herzegovina","2022-12-26","21.57","1.71"
"Ukraine","2022-12-26","457.57","6.71"
"High income","2022-12-26","385692.43","1621.86"
"United States","2022-12-26","56029.00","354.29"
"India","2022-12-26","220.43","1.71"
"Slovenia","2022-12-26","1116.29","10.57"
"Bulgaria","2022-12-26","125.29","2.57"
"Estonia","2022-12-26","76.00","2.29"
"Guinea","2022-12-26","1.86","0.14"
"Afghanistan","2022-12-26","36.71","0.57"
"Japan","2022-12-26","147579.14","312.57"
"Finland","2022-12-26","612.29","18.14"
"South Korea","2022-12-26","64990.71","62.86"
"Bangladesh","2022-12-26","16.86","0.14"
"Switzerland","2022-12-26","849.71","2.71"
"Bermuda","2022-12-26","9.29","0.14"
"North America","2022-12-26","66694.71","446.29"
"Guernsey","2022-12-26","46.14","0.14"
"Angola","2022-12-26","3.57","0.14"
"Chile","2022-12-26","4481.14","22.86"
"Italy","2022-12-26","18904.00","107.14"
"France","2022-12-26","21896.29","113.86"
"Mexico","2022-12-26","4402.57","29.43"
"Slovakia","2022-12-26","78.43","2.86"
"Malta","2022-12-26","23.86","0.57"
"Vietnam","2022-12-26","147.00","0.29"
"Madagascar","2022-12-26","2.14","0.29"
"European Union","2022-12-26","84324.14","601.29"
"Indonesia","2022-12-26","579.57","11.71"
"Trinidad and Tobago","2022-12-26","21.57","0.86"
"United Kingdom","2022-12-26","5944.86","135.43"
"Low income","2022-12-26","339.14","1.71"
"Canada","2022-12-26","2342.43","49.86"
"Africa","2022-12-26","992.29","3.29"
"Australia","2022-12-26","9179.71","47.71"
"Thailand","2022-12-26","301.57","10.71"
"Austria","2022-12-26","3818.43","10.29"
"Serbia","2022-12-26","931.86","3.71"
"Philippines","2022-12-26","464.14","32.14"
"Lower middle income","2022-12-26","4675.14","60.57"
"Guatemala","2022-12-26","1105.14","1.43"
"Poland","2022-12-26","451.43","8.29"
"Moldova","2022-12-26","51.14","0.57"
"Panama","2022-12-26","295.14","1.14"
"Latvia","2022-12-26","189.57","2.86"
"Luxembourg","2022-12-26","118.57","1.43"
"Cyprus","2022-12-26","371.71","0.43"
"Oceania","2022-12-26","13579.29","53.86"
"Netherlands","2022-12-26","869.71","3.14"
"New Zealand","2022-12-26","4209.86","6.14"
"Guadeloupe","2022-12-26","77.86","0.14"
"Romania","2022-12-26","490.29","4.71"
"Niger","2022-12-26","2.57","0.14"
"Russia","2022-12-26","5607.86","54.14"
"Iran","2022-12-26","58.43","1.71"
"Czechia","2022-12-26","389.43","9.57"
"Kazakhstan","2022-12-26","216.14","0.14"
"Upper middle income","2022-12-26","3128054.14","2457.14"
"Greece","2022-12-26","5484.00","20.86"
"Venezuela","2022-12-26","96.86","0.29"
"Colombia","2022-12-26","968.00","14.71"
"Reunion","2022-12-26","264.14","0.14"
"Israel","2022-12-26","1053.43","5.86"
"Zimbabwe","2022-12-26","28.86","0.57"
"South America","2022-12-26","52007.43","239.86"
"Puerto Rico","2022-12-26","1106.29","5.00"
"Guadeloupe","2023-01-02","61.71","0.43"
"Chile","2023-01-02","3601.00","22.57"
"Bonaire Sint Eustatius and Saba","2023-01-02","6.86","0.14"
"Estonia","2023-01-02","60.00","2.71"
"Saudi Arabia","2023-01-02","26.57","1.57"
"North America","2023-01-02","77377.43","486.86"
"Luxembourg","2023-01-02","86.00","1.00"
"Finland","2023-01-02","353.14","16.29"
"Mauritius","2023-01-02","140.71","0.14"
"World","2023-01-02","1429751.29","5932.71"
"Paraguay","2023-01-02","462.86","4.00"
"Peru","2023-01-02","1727.86","22.14"
"Ukraine","2023-01-02","487.29","6.57"
"Nepal","2023-01-02","2.86","0.14"
"Botswana","2023-01-02","42.86","0.14"
"Japan","2023-01-02","167730.00","329.86"
"Philippines","2023-01-02","396.71","11.29"
"Bermuda","2023-01-02","8.86","0.14"
"Italy","2023-01-02","15473.14","87.71"
"France","2023-01-02","11731.29","114.43"
"Lebanon","2023-01-02","129.57","0.86"
"Rwanda","2023-01-02","7.71","0.14"
"Australia","2023-01-02","6565.43","53.14"
"Jersey","2023-01-02","38.71","0.57"
"Austria","2023-01-02","2729.43","9.14"
"Thailand","2023-01-02","142.43","8.29"
"Papua New Guinea","2023-01-02","2.43","0.14"
"Russia","2023-01-02","3347.86","45.43"
"Israel","2023-01-02","948.43","6.43"
"Pakistan","2023-01-02","37.00","0.43"
"South America","2023-01-02","35852.57","213.00"
"Malaysia","2023-01-02","459.43","2.57"
"Georgia","2023-01-02","149.14","0.71"
"Bolivia","2023-01-02","1335.57","2.71"
"Ecuador","2023-01-02","389.00","3.14"
"Lithuania","2023-01-02","355.00","2.71"
"Poland","2023-01-02","376.14","7.57"
"Cote d'Ivoire","2023-01-02","2.29","0.29"
"Sweden","2023-01-02","850.43","57.57"
"Germany","2023-01-02","18740.14","118.71"
"Azerbaijan","2023-01-02","57.43","1.29"
"China","2023-01-02","997541.43","3964.00"
"Belgium","2023-01-02","668.86","10.29"
"Ireland","2023-01-02","522.86","8.14"
"Croatia","2023-01-02","204.57","10.43"
"Singapore","2023-01-02","780.00","0.29"
"Denmark","2023-01-02","694.00","16.57"
"Gibraltar","2023-01-02","5.29","0.14"
"Morocco","2023-01-02","39.00","0.14"
"Costa Rica","2023-01-02","708.57","2.71"
"Sri Lanka","2023-01-02","5.14","0.14"
"Brazil","2023-01-02","20847.57","132.29"
"Norway","2023-01-02","152.57","13.86"
"Spain","2023-01-02","1317.14","27.86"
"Barbados","2023-01-02","55.71","0.14"
"Honduras","2023-01-02","347.00","3.29"
"Asia","2023-01-02","1227291.86","4393.29"
"Tunisia","2023-01-02","10.57","0.14"
"Panama","2023-01-02","200.43","1.29"
"Puerto Rico","2023-01-02","796.43","4.86"
"Colombia","2023-01-02","693.71","11.43"
"Mexico","2023-01-02","4539.14","40.00"
"Greece","2023-01-02","7063.57","24.86"
"Upper middle income","2023-01-02","1039637.86","4261.71"
"Czechia","2023-01-02","416.00","8.86"
"Bosnia and Herzegovina","2023-01-02","21.29","1.00"
"Iran","2023-01-02","95.43","3.00"
"Kazakhstan","2023-01-02","141.00","0.29"
"Romania","2023-01-02","515.00","4.86"
"Serbia","2023-01-02","891.43","5.57"
"Sudan","2023-01-02","2.29","0.14"
"Tanzania","2023-01-02","10.14","0.14"
"Low income","2023-01-02","217.29","0.71"
"Cyprus","2023-01-02","514.00","0.57"
"Oceania","2023-01-02","12607.57","62.43"
"Moldova","2023-01-02","52.00","0.43"
"Andorra","2023-01-02","4.29","0.14"
"Guatemala","2023-01-02","647.71","1.00"
"Lower middle income","2023-01-02","4069.43","41.14"
"Canada","2023-01-02","2384.71","36.71"
"United Kingdom","2023-01-02","4766.00","133.29"
"Trinidad and Tobago","2023-01-02","35.14","0.86"
"Indonesia","2023-01-02","480.71","9.14"
"Malta","2023-01-02","34.43","0.57"
"Angola","2023-01-02","6.43","0.14"
"Slovenia","2023-01-02","855.14","9.86"
"Guernsey","2023-01-02","40.00","0.14"
"Latvia","2023-01-02","56.14","2.00"
"South Korea","2023-01-02","57167.29","50.43"
"United States","2023-01-02","67387.71","394.86"
"India","2023-01-02","182.14","2.14"
"Armenia","2023-01-02","4.57","0.14"
"Bulgaria","2023-01-02","158.86","2.00"
"Argentina","2023-01-02","5854.57","11.14"
"Guyana","2023-01-02","33.43","0.57"
"Burkina Faso","2023-01-02","0.29","0.14"
"Hungary","2023-01-02","417.29","9.29"
"Europe","2023-01-02","75568.14","774.57"
"Martinique","2023-01-02","52.43","0.14"
"Suriname","2023-01-02","62.71","0.71"
"Reunion","2023-01-02","300.57","0.57"
"Africa","2023-01-02","1052.29","2.57"
"Portugal","2023-01-02","304.86","7.00"
"European Union","2023-01-02","65276.14","564.14"
"Afghanistan","2023-01-02","28.71","0.29"
"Jamaica","2023-01-02","5.14","0.29"
"New Zealand","2023-01-02","5748.00","8.86"
"Slovakia","2023-01-02","65.14","3.14"
"Uruguay","2023-01-02","807.00","2.29"
"Fiji","2023-01-02","3.00","0.29"
"Switzerland","2023-01-02","325.00","3.29"
"High income","2023-01-02","385281.14","1627.14"
"Romania","2023-01-09","586.71","7.43"
"Indonesia","2023-01-09","362.86","6.29"
"Chile","2023-01-09","3177.71","23.71"
"France","2023-01-09","6386.14","77.57"
"Tunisia","2023-01-09","12.00","0.43"
"Bulgaria","2023-01-09","128.57","2.29"
"Bermuda","2023-01-09","4.86","0.14"
"European Union","2023-01-09","49444.00","461.29"
"Malta","2023-01-09","23.57","0.14"
"Afghanistan","2023-01-09","24.71","0.57"
"Czechia","2023-01-09","279.14","5.57"
"Sudan","2023-01-09","2.00","0.43"
"Europe","2023-01-09","58387.14","658.14"
"Italy","2023-01-09","11392.14","89.43"
"Pakistan","2023-01-09","18.14","0.14"
"Bosnia and Herzegovina","2023-01-09","24.00","1.86"
"Bangladesh","2023-01-09","14.43","0.14"
"Costa Rica","2023-01-09","816.00","2.71"
"Upper middle income","2023-01-09","317165.43","3094.71"
"Japan","2023-01-09","134723.43","408.14"
"Montenegro","2023-01-09","64.57","0.43"
"South Korea","2023-01-09","40189.86","51.29"
"Low income","2023-01-09","456.00","2.57"
"Cook Islands","2023-01-09","14.00","0.14"
"Finland","2023-01-09","219.00","10.86"
"Guam","2023-01-09","57.57","0.29"
"North Macedonia","2023-01-09","33.86","1.29"
"United States","2023-01-09","64013.14","629.57"
"Venezuela","2023-01-09","23.57","0.29"
"India","2023-01-09","159.43","0.86"
"North America","2023-01-09","74626.43","736.00"
"Iran","2023-01-09","98.14","2.57"
"Cyprus","2023-01-09","479.00","1.14"
"Reunion","2023-01-09","173.29","0.57"
"Saudi Arabia","2023-01-09","26.00","1.86"
